SIDO_NM,VISIT_AREA_NM,VISIT_AREA_TYPE_CD
화성시,라크몽,4
NaN,미사호수공원,1
서울특별시,한국은행 화폐박물관,2
NaN,서울역 스토리웨이 서울2층맞이방직영편,11
서울특별시,로운샤브샤브 청량리점,11
포천시,오리킹 광릉수목원점,11
용인시,반달커피 동백점,11
NaN,개항로91,11
시흥시,한라비발디캠퍼스3차아파트,22
서울특별시,차차티클럽 창신한옥,13
NaN,공릉천,1
서울특별시,알라딘중고서점 잠실롯데월드타워점,10
서울특별시,전통찻집지대방,11
서울특별시,스파오 성신여대점,4
청주시,청주여객터미널 북부정류장,9
서울특별시,힐링텐트,10
안양시,엔터식스 안양역점,4
수원시,마라도해물탕&찜 광교점,11
NaN,백암터미널,9
부천시,삼익플라주아파트,21
용인시,전대.에버랜드역 에버라인,9
서울특별시,고동함박 송리단길점,11
이천시,별빛정원 우주,6
안산시,하이클래스,24
수원시,성균관대학교자연과학캠퍼스 의과대학,12
서울특별시,카페피크닉,4
NaN,안양천,7
원주시,GS25 원주라온점,10
서울특별시,테크노마트,10
구미시,구미역,9
서울특별시,김가네 무교점,11
NaN,매머드익스프레스 양재역점,11
서울특별시,모스버거 명동중앙점,11
서울특별시,봉황각,2
NaN,178도씨,11
용인시,에버랜드 블러드시티,6
서울특별시,빠리가옥,11
수원시,치어스 정자수성점,11
서울특별시,KB국민은행ATM 양평동종합금융센터점,12
광주시,화산채,11
양평군,양평만남의광장,9
화성시,융건릉 융릉건릉역사문화관,2
인천광역시,이삭1단지아파트,22
NaN,마포집,11
NaN,스크린골프 카카오 은계,5
안산시,요거프레소 대부도점,11
NaN,상암 도시,4
인천광역시,포레스트아웃팅스 송도점,11
서울특별시,충정로역 5호선,9
고양시,BS호텔,24
광명시,JS부티크호텔,24
서울특별시,대홍샤브샤브뷔페,11
NaN,파리크라상 판교점,11
고양시,안스베이커리 일산점,11
서울특별시,엔살라다 선릉본점,11
평택시,청도아파트,21
NaN,한두레해물칼국수,11
서울특별시,그림나베 남부터미널점,11
서울특별시,텅 성수 스페이스,11
양평군,옛나루터,11
순천시,컴포즈커피 순천역점,11
NaN,용암천 산책로,7
성남시,코트야드메리어트 모모카페,11
포천시,항아리손칼국수,11
서울특별시,청와대 영빈관,2
서울특별시,슬로우 보틀,10
NaN,인왕산,1
서울특별시,경복궁 주차장,9
서울특별시,딸부자네불백,11
수원시,에그궁,11
고양시,고양어울림누리,3
포천시,프렌즈펜션캠핑,24
파주시,토향,11
서울특별시,롯데렌터카 송파지점,12
용인시,에버오렌지펜션,24
오산시,스미스평화관,3
서울특별시,신신기업 전기차충전소,12
NaN,롯데면세점 명동본점,4
NaN,천안아산고속버스정류장,9
안산시,바다와소나무,24
서울특별시,요거트아이스크림의정석,11
화성시,물레방아,11
성남시,전국5대짬뽕연화산,11
서울특별시,스테이카키,24
서울특별시,젤라띠젤라띠 송파구청점,4
시흥시,272카페,11
NaN,갈매동구릉영업소,12
서울특별시,슈퍼두퍼 강남점,11
양주시,양주시립민복진미술관,3
부천시,CGV 부천,3
서울특별시,목동2차우성아파트,21
NaN,청하가든 막국수,11
서울특별시,H에비뉴 이대점,24
고양시,고종의 뜰,11
포천시,금강산매운갈비찜,11
안산시,한샘식자재할인마트,10
서울특별시,이안아파트,21
서울특별시,설빙 동대문점,11
NaN,김포한옥마을,7
서울특별시,에그옐로우 주차장,9
NaN,칠보산,1
남양주시,카페일월삼일,11
고양시,스타벅스 화정역,11
서울특별시,놀로 아쿠아센터,6
서울특별시,켄싱턴호텔 여의도,24
서울특별시,ZARA 롯데아울렛서울역점,12
이천시,나랏님이천쌀밥 본관,11
부천시,홈마트 내동점,4
성남시,양지마을2단지청구아파트,22
청주시,청주고속버스임시터미널,9
용인시,원평시골장터,11
수원시,필커피,11
가평군,청평물소리펜션,24
남양주시,마리호텔,24
서울특별시,여의도공원,1
여주시,고잉투커피,11
서울특별시,청춘한복아랑,10
구리시,뉴캐슬호텔,24
수원시,수원역환승센터 주차장,9
성남시,카페로쥬,11
NaN,지인 집,22
NaN,부천중앙공원,1
서울특별시,호텔더디자이너스 동대문,24
서울특별시,대련집,11
이천시,안흥지 애련정,1
서울특별시,아트박스 대학로1호점,10
파주시,숑스바베큐 파주본점,11
안양시,리얼케익 안양범계점,11
서울특별시,양타령,22
서울특별시,앤드밀 성수점,11
서울특별시,블루보틀 성수 카페,11
NaN,윤진빌딩,22
NaN,광릉진빵만두,11
인천광역시,만의골느티나무집,11
서울특별시,커피베이 방화역점,11
서울특별시,선정릉역 9호선,23
서울특별시,순대만드는집,11
서울특별시,유니클로 광화문D타워점,4
NaN,한국기독교100주년기념탑,2
서울특별시,상무초밥 구로디지털점,11
서울특별시,태양아트빌,21
수원시,대승원,1
남양주시,라온숨,11
고양시,중산마을5단지동부건영아파트,21
춘천시,김유정역 (폐역),3
NaN,황룡산,7
NaN,안효공심온선생묘,2
서울특별시,피규어프레소 FP점,4
서울특별시,포모르,11
서울특별시,보승회관 을지병원사거리점,11
대전광역시,역전우동0410 대전역점,11
서울특별시,북창동순두부 홍대점,11
NaN,파리바게뜨 세종반곡점,10
NaN,태권도 시범공연,3
인천광역시,인천내리교회,2
서울특별시,충무로쭈꾸미불고기 본점,11
수원시,미카사,11
서울특별시,마스크랩 홍대점,4
NaN,인사동거리,4
NaN,탄천민물고기습지생태원,1
NaN,구봉도,1
과천시,온온사,2
시흥시,호텔씨하이~오이도명물등대빵,24
성남시,교보문고 분당점,3
고양시,원당역 3호선,9
광명시,산촌신쭈꾸미,11
서울특별시,하연옥 마포점,11
서울특별시,락휴코인노래연습장 서울신사역점,10
서울특별시,SPACE R,3
서울특별시,김포공항역 9호선,9
서울특별시,달밤엔씨어터,3
서울특별시,박공헤어 경리단하우스,12
양평군,더힐하우스호텔 양평,24
가평군,상천역 경춘선,9
서울특별시,해피클럽,11
인천광역시,도톰카츠 송도점,11
서울특별시,RSG,11
서울특별시,폴키,11
NaN,신의주찹쌀순대,11
NaN,송도구경,12
수원시,버터북 행궁점,11
서울특별시,브레디 포스트,11
수원시,써브웨이 수원로데오점,11
시흥시,생명의나무전망대+빨간등대,1
서울특별시,스타벅스 경복궁역점,11
NaN,학미산,1
서울특별시,포토그레이 서울연남점,10
NaN,행복한 잉어빵,11
서울특별시,랫댓,11
인천광역시,부티크646오피스텔,22
수원시,GV,11
서울특별시,옴 광화문점,11
서울특별시,현대아파트,22
수원시,히얼유아,4
서울특별시,연세대학교 노천극장,3
남양주시,진접이마트,4
안양시,호계시외버스정류장,9
NaN,한희수개성만두요리전문점,11
서울특별시,영등포역 1호선,9
인천광역시,스시원,11
가평군,산장관광지,24
NaN,윤동주시인의언덕,1
NaN,동탄센트럴파크,12
서울특별시,불광역 3호선,9
서울특별시,리타르단도,11
NaN,jw메리어트9층 라운지,11
서울특별시,민속박물관 뮤지엄숍,2
진주시,나인호텔,24
NaN,보납산,12
NaN,만석공원 만석거,1
서울특별시,미니스톱 한강강서1점,11
NaN,동사지5층석탑,2
서울특별시,정샘물 플롭스,3
수원시,(재)수원컨벤션센터,3
부천시,소새울역중흥S클래스아파트,24
서울특별시,서울교육박물관,2
남양주시,크낙새가든,11
서울특별시,TWG Tea 잠실 롯데 에비뉴엘 월드타워점,11
남양주시,청계식당,11
NaN,이모댁,22
NaN,가마봉1길,7
수원시,박군자진주냉면 수원본점,11
남양주시,로데오유황24시사우나,12
가평군,인터라켄펜션,24
서울특별시,감성교복 잠실본점,10
울산광역시,울산공항,9
과천시,봉덕칼국수,11
서울특별시,청수정,11
NaN,익선동 골목,7
서울특별시,그믐족발 성수점,11
남양주시,이삭토스트 진접역점,11
화성시,GS25 제부중앙점,10
수원시,평장원 남문점,11
포천시,제일유황온천,6
NaN,엘더버거,11
제천시,계곡,1
부천시,부천식물원,6
양평군,양평군립미술관,3
수원시,한옥기술전시관,3
파주시,어반그린스,11
용인시,죽전휴게소 서울방향,9
화성시,마포소문난족발,11
서울특별시,희락갈치,11
과천시,밀숲 과천점,11
김포시,새장터공원,8
NaN,팔각도 수원인계점,11
파주시,옹기꽃게장,11
인천광역시,숙성도 송도점,11
서울특별시,커피빈 명동거리점,11
부천시,이마트트레이더스 부천점,4
오산시,골드헤겔,13
김포시,부엉이돈가스 김포현대아울렛점,11
서울특별시,윤동주문학관,3
서울특별시,카페 레이어드 안국점,11
NaN,초록미소마을,7
수원시,청평호반닭갈비 수원점,11
김포시,이마트트레이더스 김포점,4
서울특별시,몬드리안 서울 이태원,24
서울특별시,스탠포드호텔 명동,24
서울특별시,카미야,11
포천시,곰이빠진탕,11
서울특별시,스타벅스 숭례문북창점,11
서울특별시,대성연탄갈비,11
NaN,용문천년시장,4
광명시,충현박물관,2
양평군,돗가비불쭈꾸미,11
서울특별시,아리랑힐호텔 동대문,24
서울특별시,프로젝트렌트 1호점,10
서울특별시,하동관 코엑스몰직영점,11
서울특별시,북촌전시실,3
NaN,대치유수지체육공원,5
파주시,한국근현대사박물관,2
수원시,롯데아울렛 광교점,4
시흥시,미가라멘 배곧점,11
인천광역시,월미관,11
서울특별시,맥도날드 합정메세나폴리스점,11
서울특별시,목란,11
서울특별시,경성양육관 건대직영점,11
서울특별시,포브라더스 종로점,11
안성시,삼은40,11
서울특별시,마녀찜닭닭갈비 홍대본점,11
화성시,데일리베이커리,11
용인시,언톨드,11
춘천시,내마음속의작은다락방,24
구리시,오대타워,23
제주특별자치도,스타벅스 제주서해안로DT점 주차장,9
서울특별시,랭커PC카페 교대점,12
서울특별시,맘스터치 강남역점,11
NaN,허브아일랜드 핑크뮬리축제,8
시흥시,시흥배곧한울공원,1
김포시,호천당 김포구래점,11
서울특별시,어라운드데이,11
NaN,안다즈 서울강남 미술 전시관,3
NaN,서현역광장,4
NaN,종로3가 정류장,9
광주시,곤지곤지대구탕,11
오산시,오산농협 하나로마트,10
금산군,금산인삼랜드휴게소 대전방향,9
남양주시,디원골프연습장,5
서울특별시,라프레플루트,11
서울특별시,프롤라,11
서울특별시,스모어마켓 토이하우스2,11
서울특별시,그린존 롯데렌터카 관악영업소(서울대입구역 3번출구),12
NaN,고석정꽃밭,13
NaN,칠곡저수지,1
NaN,CGV DRIVE IN 곤지암,3
서울특별시,메트로폴리탄수영장,6
NaN,원적산,7
파주시,카페오시,12
서울특별시,땀땀,11
수원시,달빛여관모텔,24
대구광역시,흥구석유 산격주유소,10
여주시,이마트 여주점,4
안성시,공도시외버스정류장,9
서울특별시,월영당 서울,11
NaN,곱분이곱창 동덕여대점,11
서울특별시,아트몬스터 명동역점,11
서울특별시,명동역 4호선,9
수원시,청수당 해림,11
서울특별시,서울로인 강남N점,11
NaN,지젤피트니스,12
하남시,노브랜드 스타필드하남점,4
수원시,성모이용원,22
서울특별시,강남고속버스터미널 광장주차장,9
서울특별시,스시박사,11
서울특별시,이삭토스트 당산역점,11
인천광역시,송도랜드마크푸르지오시티,22
NaN,따빠마드레,11
수원시,인도래작은도서관,3
인천광역시,온센 본점,11
서울특별시,용산푸르지오파크타운2단지아파트 207동,24
인천광역시,배스킨라빈스 인천연수점,11
남양주시,고릴라캠핑 남양주점,10
파주시,아트센터화이트블럭,3
NaN,포천5일장,4
서울특별시,신라방마라탕,11
서울특별시,파운드리 서울,3
NaN,감악산등산코스,7
서울특별시,후라토식당 본점,11
NaN,더한강,11
서울특별시,체리모텔,24
NaN,개울가,7
가평군,이디야커피 가평역점,11
공주시,정안휴게소주유소 순천방향,9
평택시,평택호관광단지,1
여주시,해승리시골밥상,11
수원시,공방거리,4
NaN,동북각루,2
서울특별시,오죽이네,11
가평군,모나코펜션,24
포천시,투로맨틱버즈펜션,24
안성시,한경대정류소,9
서울특별시,쉐이크쉑 아이파크몰용산점,4
NaN,오라카이 송도파크호텔 수영장,6
화성시,궁평항수산물직판장,4
서울특별시,서울신라호텔 어번아일랜드,24
구미시,낙동강 구미환승터미널,9
서울특별시,아하바호텔,24
NaN,맘스터치 세종반곡점,11
서울특별시,도쿄빙수 건대점,11
NaN,레저친구,5
서울특별시,북창동순두부 서울역점,11
NaN,오브레펜션,24
수원시,버거킹 수원호매실SK점,11
서울특별시,누에하우스,11
서울특별시,스타벅스 마로니에공원점,11
서울특별시,덕수궁 리에제와플,11
홍천군,모곡밤벌유원지 보리울오토캠핑장,24
서울특별시,쏭타이 이태원점,11
서울특별시,서울식물원 기프트샵,6
성남시,스타벅스 판교알파돔타워,11
NaN,구벼울,11
NaN,갤럭시스튜디오,13
서울특별시,청계산입구역 신분당선,9
인천광역시,더 레드락,11
공주시,공주종합버스터미널,9
